,Origin_Id,Origin Station Complex Name,Origin Latitude,Origin Longitude,Destination_Id,Destination Station Complex Name,Destination Latitude,Destination Longitude,Origin Point,Destination Point,Estimated_Total_Ridership
68,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,145,190 St (A),40.859022,-73.93418,POINT (-73.987581 40.755746),POINT (-73.93418 40.859022),12770.3141
626,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,58,"Coney Island-Stillwell Av (D,F,N,Q)",40.577422,-73.981233,POINT (-73.987581 40.755746),POINT (-73.981233 40.577422),12767.7776
864,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,127,DeKalb Av (L),40.703811,-73.918425,POINT (-73.987581 40.755746),POINT (-73.918425 40.703811),12746.342
734,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,414,"Bowling Green (4,5)",40.704817,-74.014065,POINT (-74.007838 40.710089),POINT (-74.014065 40.704817),12732.2047
558,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,463,Hunters Point Av (7),40.742216,-73.948916,POINT (-73.977359 40.751992),POINT (-73.948916 40.742216),12679.6249
429,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,312,79 St (1),40.783934,-73.979917,POINT (-73.977359 40.751992),POINT (-73.979917 40.783934),12661.8386
178,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972143,POINT (-73.977359 40.751992),POINT (-73.972143 40.781433),12598.6798
293,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,393,116 St (6),40.798629,-73.941617,POINT (-73.987581 40.755746),POINT (-73.941617 40.798629),12538.1385
1107,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,316,50 St (1),40.761728,-73.983849,POINT (-73.977359 40.751992),POINT (-73.983849 40.761728),12514.4575
576,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,154,"116 St (C,B)",40.805085,-73.954882,POINT (-73.987581 40.755746),POINT (-73.954882 40.805085),12485.257
890,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,119,1 Av (L),40.730953,-73.981628,POINT (-74.007838 40.710089),POINT (-73.981628 40.730953),12387.7521
762,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,223,"Lexington Av/63 St (F,Q)",40.764629,-73.966113,POINT (-73.977359 40.751992),POINT (-73.966113 40.764629),12322.06
549,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,235,York St (F),40.701397,-73.986751,POINT (-74.007838 40.710089),POINT (-73.986751 40.701397),12296.4021
673,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,273,"Queens Plaza (E,M,R)",40.748973,-73.937243,POINT (-73.977359 40.751992),POINT (-73.937243 40.748973),12285.3104
682,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,263,"63 Dr-Rego Park (M,R)",40.729846,-73.861604,POINT (-73.987581 40.755746),POINT (-73.861604 40.729846),12187.9208
825,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,2,"Astoria Blvd (N,W)",40.770258,-73.917843,POINT (-73.977359 40.751992),POINT (-73.917843 40.770258),12097.5647
906,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,310,"96 St (1,2,3)",40.793919,-73.972323,POINT (-74.007838 40.710089),POINT (-73.972323 40.793919),12074.8942
318,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,453,82 St-Jackson Hts (7),40.747659,-73.883697,POINT (-73.987581 40.755746),POINT (-73.883697 40.747659),11986.9941
473,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,366,Parkchester (6),40.833226,-73.860816,POINT (-73.987581 40.755746),POINT (-73.860816 40.833226),11936.98
522,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,237,"Carroll St (F,G)",40.680303,-73.995048,POINT (-74.007838 40.710089),POINT (-73.995048 40.680303),11911.4515
563,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,153,"125 St (A,C,B,D)",40.811109,-73.952343,POINT (-74.007838 40.710089),POINT (-73.952343 40.811109),11873.767100000001
873,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,165,"23 St (C,E)",40.745906,-73.998041,POINT (-73.977359 40.751992),POINT (-73.998041 40.745906),11702.7818
520,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,231,"Grand St (B,D)",40.718267,-73.993753,POINT (-73.977359 40.751992),POINT (-73.993753 40.718267),11702.1916
125,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,293,Van Cortlandt Park-242 St (1),40.889248,-73.898583,POINT (-73.987581 40.755746),POINT (-73.898583 40.889248),11701.3969
766,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,254,Jamaica-179 St (F),40.712646,-73.783817,POINT (-73.987581 40.755746),POINT (-73.783817 40.712646),11694.0113
114,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,17,"Prince St (R,W)",40.724329,-73.997702,POINT (-73.977359 40.751992),POINT (-73.997702 40.724329),11691.8897
291,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,476,86 St (Q),40.777891,-73.951787,POINT (-74.007838 40.710089),POINT (-73.951787 40.777891),11656.641
45,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,396,96 St (6),40.785672,-73.95107,POINT (-74.007838 40.710089),POINT (-73.95107 40.785672),11633.3277
832,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,42,"Prospect Park (B,Q,S)",40.661614,-73.962246,POINT (-73.987581 40.755746),POINT (-73.962246 40.661614),11565.8588
1377,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,326,Franklin St (1),40.719318,-74.006886,POINT (-73.987581 40.755746),POINT (-74.006886 40.719318),11384.2244
590,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,424,"Pelham Pkwy (2,5)",40.857192,-73.867615,POINT (-73.987581 40.755746),POINT (-73.867615 40.857192),11355.4742
88,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,169,"Canal St (A,C,E)",40.720824,-74.005229,POINT (-73.977359 40.751992),POINT (-74.005229 40.720824),11270.6761
189,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,35,"59 St (N,R)",40.641362,-74.017881,POINT (-73.987581 40.755746),POINT (-74.017881 40.641362),11145.0886
48,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",40.746746,-73.891366,POINT (-74.007838 40.710089),POINT (-73.891366 40.746746),11127.9437
750,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,409,Spring St (6),40.722301,-73.997141,POINT (-73.987581 40.755746),POINT (-73.997141 40.722301),11096.4629
587,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,122,Graham Av (L),40.714565,-73.944053,POINT (-73.977359 40.751992),POINT (-73.944053 40.714565),11047.8076
146,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,165,"23 St (C,E)",40.745906,-73.998041,POINT (-74.007838 40.710089),POINT (-73.998041 40.745906),11047.1081
863,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,41,"7 Av (B,Q)",40.67705,-73.972367,POINT (-73.987581 40.755746),POINT (-73.972367 40.67705),11027.207
306,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,168,"Spring St (C,E)",40.726227,-74.003739,POINT (-74.007838 40.710089),POINT (-74.003739 40.726227),10961.2051
137,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972143,POINT (-74.007838 40.710089),POINT (-73.972143 40.781433),10943.0402
393,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,10,"49 St (N,R,W)",40.759901,-73.984139,POINT (-74.007838 40.710089),POINT (-73.984139 40.759901),10934.6621
22,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,261,"Forest Hills-71 Av (E,F,M,R)",40.721691,-73.844521,POINT (-73.977359 40.751992),POINT (-73.844521 40.721691),10919.5814
343,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,395,103 St (6),40.7906,-73.947478,POINT (-73.987581 40.755746),POINT (-73.947478 40.7906),10882.5921
534,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,188,"Euclid Av (A,C)",40.675377,-73.872106,POINT (-74.007838 40.710089),POINT (-73.872106 40.675377),10867.1301
279,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,5,"36 Av (N,W)",40.756804,-73.929575,POINT (-73.987581 40.755746),POINT (-73.929575 40.756804),10736.4058
211,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,471,34 St-Hudson Yards (7),40.755882,-74.00191,POINT (-74.007838 40.710089),POINT (-74.00191 40.755882),10712.9218
584,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,457,52 St (7),40.744149,-73.912549,POINT (-73.987581 40.755746),POINT (-73.912549 40.744149),10630.0276
618,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,457,52 St (7),40.744149,-73.912549,POINT (-73.977359 40.751992),POINT (-73.912549 40.744149),10619.1516
510,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,173,"High St (A,C)",40.699337,-73.990531,POINT (-73.977359 40.751992),POINT (-73.990531 40.699337),10601.5843
700,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,265,"Grand Av-Newtown (M,R)",40.737015,-73.877223,POINT (-73.977359 40.751992),POINT (-73.877223 40.737015),10541.0406
379,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,180,Kingston-Throop Avs (C),40.679921,-73.940858,POINT (-74.007838 40.710089),POINT (-73.940858 40.679921),10537.6756
639,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,126,Jefferson St (L),40.706607,-73.922913,POINT (-73.987581 40.755746),POINT (-73.922913 40.706607),10535.825
577,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,605,"168 St (A,C,1)",40.840638,-73.939847,POINT (-74.007838 40.710089),POINT (-73.939847 40.840638),10535.7381
196,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,449,111 St (7),40.75173,-73.855334,POINT (-73.987581 40.755746),POINT (-73.855334 40.75173),10496.604
539,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,426,"E 180 St (2,5)",40.841894,-73.873488,POINT (-73.987581 40.755746),POINT (-73.873488 40.841894),10486.5926
814,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,188,"Euclid Av (A,C)",40.675377,-73.872106,POINT (-73.987581 40.755746),POINT (-73.872106 40.675377),10485.1405
625,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,388,167 St (4),40.835537,-73.9214,POINT (-73.977359 40.751992),POINT (-73.9214 40.835537),10484.4998
610,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,162,"50 St (C,E)",40.762456,-73.985984,POINT (-73.977359 40.751992),POINT (-73.985984 40.762456),10475.0815
786,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,270,"46 St (M,R)",40.756312,-73.913333,POINT (-73.987581 40.755746),POINT (-73.913333 40.756312),10398.242
270,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,127,DeKalb Av (L),40.703811,-73.918425,POINT (-73.977359 40.751992),POINT (-73.918425 40.703811),10343.8896
644,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,316,50 St (1),40.761728,-73.983849,POINT (-74.007838 40.710089),POINT (-73.983849 40.761728),10208.8554
866,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,192,Rockaway Blvd (A),40.680429,-73.843853,POINT (-74.007838 40.710089),POINT (-73.843853 40.680429),10199.4118
1755,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,355,"Winthrop St (2,5)",40.656652,-73.9502,POINT (-74.007838 40.710089),POINT (-73.9502 40.656652),10192.1311
249,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,356,"Church Av (2,5)",40.650843,-73.949575,POINT (-73.987581 40.755746),POINT (-73.949575 40.650843),10183.9691
383,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,279,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",40.700486,-73.807969,POINT (-73.977359 40.751992),POINT (-73.807969 40.700486),10137.89
658,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,453,82 St-Jackson Hts (7),40.747659,-73.883697,POINT (-73.977359 40.751992),POINT (-73.883697 40.747659),10126.5638
581,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,384,Burnside Av (4),40.853453,-73.907684,POINT (-73.977359 40.751992),POINT (-73.907684 40.853453),10116.2709
1672,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,321,18 St (1),40.74104,-73.997871,POINT (-73.977359 40.751992),POINT (-73.997871 40.74104),10103.5722
292,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,430,"Simpson St (2,5)",40.824073,-73.893064,POINT (-73.987581 40.755746),POINT (-73.893064 40.824073),10074.4224
308,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,71,8 Av (N),40.635064,-74.011719,POINT (-73.987581 40.755746),POINT (-74.011719 40.635064),10063.3213
2096,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,8,"5 Av/59 St (N,R,W)",40.764811,-73.973347,POINT (-73.977359 40.751992),POINT (-73.973347 40.764811),10047.4304
176,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,151,"145 St (A,C,B,D)",40.824783,-73.944216,POINT (-74.007838 40.710089),POINT (-73.944216 40.824783),10031.7511
619,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,122,Graham Av (L),40.714565,-73.944053,POINT (-73.987581 40.755746),POINT (-73.944053 40.714565),9995.1959
97,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,156,"103 St (C,B)",40.796092,-73.961454,POINT (-73.987581 40.755746),POINT (-73.961454 40.796092),9979.4602
778,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,283,Greenpoint Av (G),40.731352,-73.954449,POINT (-73.987581 40.755746),POINT (-73.954449 40.731352),9956.6298
793,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,477,72 St (Q),40.768799,-73.958424,POINT (-74.007838 40.710089),POINT (-73.958424 40.768799),9946.5984
118,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,240,"7 Av (F,G)",40.666271,-73.980305,POINT (-74.007838 40.710089),POINT (-73.980305 40.666271),9923.0588
69,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,334,"Clark St (2,3)",40.697466,-73.993086,POINT (-74.007838 40.710089),POINT (-73.993086 40.697466),9889.102
554,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,169,"Canal St (A,C,E)",40.720824,-74.005229,POINT (-74.007838 40.710089),POINT (-74.005229 40.720824),9877.4067
640,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,269,"Northern Blvd (M,R)",40.752885,-73.906006,POINT (-73.987581 40.755746),POINT (-73.906006 40.752885),9839.9048
25,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,26,"DeKalb Av (B,Q,R)",40.690635,-73.981824,POINT (-73.977359 40.751992),POINT (-73.981824 40.690635),9793.2392
184,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,382,Fordham Rd (4),40.862803,-73.901034,POINT (-73.977359 40.751992),POINT (-73.901034 40.862803),9773.3645
593,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,377,3 Av-138 St (6),40.810476,-73.926138,POINT (-73.977359 40.751992),POINT (-73.926138 40.810476),9752.8148
67,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,179,"Nostrand Av (A,C)",40.680438,-73.950426,POINT (-73.977359 40.751992),POINT (-73.950426 40.680438),9659.2609
859,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,603,"149 St-Grand Concourse (2,4,5)",40.818393,-73.927034,POINT (-73.977359 40.751992),POINT (-73.927034 40.818393),9639.9024
671,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,149,163 St-Amsterdam Av (C),40.836013,-73.939892,POINT (-73.987581 40.755746),POINT (-73.939892 40.836013),9596.9657
60,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,152,"135 St (C,B)",40.817894,-73.947649,POINT (-73.987581 40.755746),POINT (-73.947649 40.817894),9587.1564
565,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,47,"Newkirk Plaza (B,Q)",40.635082,-73.962793,POINT (-73.987581 40.755746),POINT (-73.962793 40.635082),9560.8886
1227,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,168,"Spring St (C,E)",40.726227,-74.003739,POINT (-73.977359 40.751992),POINT (-74.003739 40.726227),9524.7558
678,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,460,33 St-Rawson St (7),40.744587,-73.930997,POINT (-73.987581 40.755746),POINT (-73.930997 40.744587),9523.5395
391,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,259,"Kew Gardens-Union Tpke (E,F)",40.714441,-73.831008,POINT (-73.977359 40.751992),POINT (-73.831008 40.714441),9500.586
737,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,278,"Jamaica Center-Parsons/Archer (E,J,Z)",40.702147,-73.801109,POINT (-73.977359 40.751992),POINT (-73.801109 40.702147),9487.6136
224,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,195,Ozone Park-Lefferts Blvd (A),40.685951,-73.825798,POINT (-74.007838 40.710089),POINT (-73.825798 40.685951),9486.4098
664,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,299,Dyckman St (1),40.860531,-73.925536,POINT (-73.987581 40.755746),POINT (-73.925536 40.860531),9452.4604
1243,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,224,57 St (F),40.763972,-73.97745,POINT (-73.987581 40.755746),POINT (-73.97745 40.763972),9444.7458
402,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,409,Spring St (6),40.722301,-73.997141,POINT (-74.007838 40.710089),POINT (-73.997141 40.722301),9444.6678
217,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,264,"Woodhaven Blvd (M,R)",40.733106,-73.869229,POINT (-73.977359 40.751992),POINT (-73.869229 40.733106),9431.2673
815,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,13,"28 St (R,W)",40.745494,-73.988691,POINT (-73.977359 40.751992),POINT (-73.988691 40.745494),9421.6445
503,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,283,Greenpoint Av (G),40.731352,-73.954449,POINT (-73.977359 40.751992),POINT (-73.954449 40.731352),9407.1983
839,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,54,"Sheepshead Bay (B,Q)",40.586896,-73.954155,POINT (-73.987581 40.755746),POINT (-73.954155 40.586896),9344.4206
395,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,394,110 St (6),40.79502,-73.94425,POINT (-73.987581 40.755746),POINT (-73.94425 40.79502),9309.6363
857,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,177,Clinton-Washington Avs (C),40.683263,-73.965838,POINT (-73.987581 40.755746),POINT (-73.965838 40.683263),9250.7079
46,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,366,Parkchester (6),40.833226,-73.860816,POINT (-74.007838 40.710089),POINT (-73.860816 40.833226),9232.1568
248,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,381,Kingsbridge Rd (4),40.86776,-73.897174,POINT (-73.977359 40.751992),POINT (-73.897174 40.86776),9186.8935
100,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,289,Bedford-Nostrand Avs (G),40.689627,-73.953522,POINT (-74.007838 40.710089),POINT (-73.953522 40.689627),9179.3731
6,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,356,"Church Av (2,5)",40.650843,-73.949575,POINT (-74.007838 40.710089),POINT (-73.949575 40.650843),9165.4482
413,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,284,Nassau Av (G),40.724635,-73.951277,POINT (-73.977359 40.751992),POINT (-73.951277 40.724635),9104.1558
1744,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,234,East Broadway (F),40.713715,-73.990173,POINT (-73.977359 40.751992),POINT (-73.990173 40.713715),9013.0212
767,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,407,Astor Pl (6),40.730054,-73.99107,POINT (-74.007838 40.710089),POINT (-73.99107 40.730054),8998.0826
802,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,43,Parkside Av (Q),40.655292,-73.961495,POINT (-73.987581 40.755746),POINT (-73.961495 40.655292),8997.6335
535,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,371,Hunts Point Av (6),40.820948,-73.890549,POINT (-73.977359 40.751992),POINT (-73.890549 40.820948),8975.2232
17,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,621,"Broadway Junction (A,C,J,L,Z)",40.678896,-73.904356,POINT (-73.987581 40.755746),POINT (-73.904356 40.678896),8974.2296
720,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,355,"Winthrop St (2,5)",40.656652,-73.9502,POINT (-73.987581 40.755746),POINT (-73.9502 40.656652),8904.6332
491,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,278,"Jamaica Center-Parsons/Archer (E,J,Z)",40.702147,-73.801109,POINT (-74.007838 40.710089),POINT (-73.801109 40.702147),8903.3893
136,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,26,"DeKalb Av (B,Q,R)",40.690635,-73.981824,POINT (-74.007838 40.710089),POINT (-73.981824 40.690635),8892.6357
1489,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,325,Canal St (1),40.722854,-74.006277,POINT (-73.977359 40.751992),POINT (-74.006277 40.722854),8849.2338
789,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,603,"149 St-Grand Concourse (2,4,5)",40.818393,-73.927034,POINT (-73.987581 40.755746),POINT (-73.927034 40.818393),8844.1203
656,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,307,116 St-Columbia University (1),40.807722,-73.96411,POINT (-73.977359 40.751992),POINT (-73.96411 40.807722),8837.4075
845,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,284,Nassau Av (G),40.724635,-73.951277,POINT (-73.987581 40.755746),POINT (-73.951277 40.724635),8795.5295
842,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,236,"Bergen St (F,G)",40.686145,-73.990862,POINT (-74.007838 40.710089),POINT (-73.990862 40.686145),8793.1825
730,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,325,Canal St (1),40.722854,-74.006277,POINT (-73.987581 40.755746),POINT (-74.006277 40.722854),8791.2261
316,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,329,Rector St (1),40.707513,-74.013783,POINT (-73.977359 40.751992),POINT (-74.013783 40.707513),8757.5684
422,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,38,86 St (R),40.622687,-74.028398,POINT (-73.987581 40.755746),POINT (-74.028398 40.622687),8750.7785
807,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,213,"Fordham Rd (B,D)",40.861296,-73.897749,POINT (-73.987581 40.755746),POINT (-73.897749 40.861296),8748.7857
26,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,309,103 St (1),40.799446,-73.968379,POINT (-73.977359 40.751992),POINT (-73.968379 40.799446),8724.8842
304,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,455,69 St (7),40.746325,-73.896403,POINT (-73.987581 40.755746),POINT (-73.896403 40.746325),8696.9066
365,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,630,"Myrtle-Wyckoff Avs (L,M)",40.699622,-73.911986,POINT (-74.007838 40.710089),POINT (-73.911986 40.699622),8689.8977
446,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710089,-74.007838,464,Vernon Blvd-Jackson Av (7),40.742626,-73.953581,POINT (-74.007838 40.710089),POINT (-73.953581 40.742626),8655.6721
505,610,"Grand Central-42 St (S,4,5,6,7)",40.751992,-73.977359,160,"72 St (C,B)",40.775594,-73.97641,POINT (-73.977359 40.751992),POINT (-73.97641 40.775594),8624.472
303,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.755746,-73.987581,101,"Marcy Av (M,J,Z)",40.708359,-73.957757,POINT (-73.987581 40.755746),POINT (-73.957757 40.708359),8583.8427
